path,label,source,dataset,domain,generator,split_hint,sample_weight,is_hard_negative,group_level,group_token,group_id,added_iter,is_collected_hard
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/800_wukong_image16.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_020,genimage_fake:bucket_020,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/06eab5b3-0c5e-472b-bcea-b1383bf611d7.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_080,chameleon_fake:bucket_080,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/061_biggan_00188.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_097,genimage_fake:bucket_097,base,0
"/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/41.89106787,-87.65785973_mbev.jpg",1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_071,satellite_fake:bucket_071,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/872_wukong_image1.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_008,genimage_fake:bucket_008,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/0520b642-7b0d-430d-8344-d73cad47428f.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_023,chameleon_fake:bucket_023,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/72e3356c-f1a6-47d0-856d-3019fe26396e.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_032,chameleon_fake:bucket_032,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/ae71ca3b-7f3b-4dfd-ad7a-a116fbe72cec.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_038,chameleon_fake:bucket_038,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/GLIDE_1000_200_07_706_glide_00169.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_032,genimage_fake:bucket_032,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/680f05c9-9b60-4979-a3f0-8f43799963a6.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_051,chameleon_fake:bucket_051,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/a8d02bbb-b4a6-4e91-8976-e1588d18c918.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_030,chameleon_fake:bucket_030,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/232_wukong_image183.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_027,genimage_fake:bucket_027,base,0
"/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/41.89055844,-87.66557705_mbev.jpg",1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_040,satellite_fake:bucket_040,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/VQDM_1000_200_08_803_vqdm_00081.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_082,genimage_fake:bucket_082,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/229_adm_72.PNG,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_000,genimage_fake:bucket_000,base,0
"/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/41.89104559,-87.66265621_mbev.jpg",1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_091,satellite_fake:bucket_091,base,0
"/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/41.88772827,-87.65591081_2019-08_k369AuJi4ISWObjv-Eo-EQ_d272_z3_fake_B.png",1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_047,satellite_fake:bucket_047,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/0043040.jpg,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_108,satellite_fake:bucket_108,base,0
"/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/41.89416375,-87.67343474_mbev.jpg",1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_020,satellite_fake:bucket_020,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/242_sdv4_00002.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_074,genimage_fake:bucket_074,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/GmL4o3gytkXn.jpg,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_003,satellite_fake:bucket_003,base,0
"/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/41.88353158,-87.68165198_mbev.jpg",1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_105,satellite_fake:bucket_105,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/6292f6bd-42fa-4b5a-88b2-b3b2fbc421a9.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_036,chameleon_fake:bucket_036,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/432_biggan_00106.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_018,genimage_fake:bucket_018,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/38896977-9956-449d-9ea1-04fd1eb8c4b5.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_120,chameleon_fake:bucket_120,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/f56d83c1-6a90-4ab2-bde3-f1f491b6d784.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_109,chameleon_fake:bucket_109,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/84a46a94-e398-4132-822e-37a32f73128c.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_106,chameleon_fake:bucket_106,base,0
"/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/41.85495022,-87.67423019_mbev.jpg",1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_029,satellite_fake:bucket_029,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/fce018b1-c54e-4baf-a579-ae86ce8fd22a.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_077,chameleon_fake:bucket_077,base,0
"/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/41.88625941,-87.66139902_2019-08_r1aG0M1icsyqLAnaZd6SSQ_d182_z3_fake_B.png",1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_062,satellite_fake:bucket_062,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/791_adm_57.PNG,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_071,genimage_fake:bucket_071,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/381_midjourney_120.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_013,genimage_fake:bucket_013,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/hedtjW6Atj.jpg,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_048,satellite_fake:bucket_048,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/0007022_fake_B.png,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_086,satellite_fake:bucket_086,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/748_sdv4_00047.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_093,genimage_fake:bucket_093,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/449_adm_191.PNG,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_073,genimage_fake:bucket_073,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/752_midjourney_83.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_041,genimage_fake:bucket_041,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/756_wukong_image123.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_007,genimage_fake:bucket_007,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/6v5jiZIrze-2sEErv5qqiA_grdView_fake_B.png,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_074,satellite_fake:bucket_074,base,0
"/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/41.85768649,-87.67381385_mbev.jpg",1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_119,satellite_fake:bucket_119,base,0
"/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/41.87625310,-87.67408153_mbev.jpg",1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_053,satellite_fake:bucket_053,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3cd0348e-51b4-462b-a853-6a0126255845.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_092,chameleon_fake:bucket_092,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/YvjgFaZK3zmWaSiPWyf1iw_grdView_fake_B.png,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_094,satellite_fake:bucket_094,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/d8167bc7-176d-413f-9b0c-6e5a5503ee9c.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_054,chameleon_fake:bucket_054,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/VQDM_1000_200_07_748_vqdm_00107.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_073,genimage_fake:bucket_073,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/KQeerj9fYJa.jpg,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_097,satellite_fake:bucket_097,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/9_wukong_image14.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_073,genimage_fake:bucket_073,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/GLIDE_1000_200_03_374_glide_00134.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_064,genimage_fake:bucket_064,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/wjRke5ay0qdSv5X3qJIWuA_grdView_fake_B.png,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_001,satellite_fake:bucket_001,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/467_midjourney_39.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_052,genimage_fake:bucket_052,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/690e8fc1-90d4-4bde-921b-be03a8dae517.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_033,chameleon_fake:bucket_033,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/505_sdv4_00179.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_104,genimage_fake:bucket_104,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2511053a-901e-4d4b-9684-6660933c71cc.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_076,chameleon_fake:bucket_076,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/4fda9f48-7268-4208-a5b0-aa2ce6a595e1.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_072,chameleon_fake:bucket_072,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/5640f688-46e1-430a-9508-7d3b5b33ec32.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_007,chameleon_fake:bucket_007,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/GLIDE_1000_200_09_974_glide_00043.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_001,genimage_fake:bucket_001,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/54b6ea06-4bfd-451b-9c6f-4f5c4d779534.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_011,chameleon_fake:bucket_011,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/b2270469-c872-4c85-bd4f-7be66ad60c51.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_043,chameleon_fake:bucket_043,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/22e27c53-275a-4d55-976b-5912987fcd6b.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_120,chameleon_fake:bucket_120,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/546_adm_59.PNG,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_084,genimage_fake:bucket_084,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/oIx0aWrk1wZd.jpg,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_109,satellite_fake:bucket_109,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/VQDM_1000_200_06_658_vqdm_00075.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_098,genimage_fake:bucket_098,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/779_sdv4_00024.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_021,genimage_fake:bucket_021,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/0015711.jpg,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_010,satellite_fake:bucket_010,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/536_sdv4_00048.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_047,genimage_fake:bucket_047,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/866_biggan_00017.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_053,genimage_fake:bucket_053,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1b17fae8-a4c5-4f55-b4df-8405d4fe25f1.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_121,chameleon_fake:bucket_121,base,0
"/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/41.87953896,-87.66685106_2019-08_DDNN5XrMSMwZTbgkPcfv5g_d1_z3_fake_B.png",1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_030,satellite_fake:bucket_030,base,0
"/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/41.87606520,-87.68978705_mbev.jpg",1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_035,satellite_fake:bucket_035,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/308_wukong_image147.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_114,genimage_fake:bucket_114,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/0f669a88-0303-4826-bf18-0f056f11c451.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_081,chameleon_fake:bucket_081,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/403e07ae-406d-4591-854a-2856e31011a2.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_055,chameleon_fake:bucket_055,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/588_midjourney_0.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_037,genimage_fake:bucket_037,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/GLIDE_1000_200_05_586_glide_00070.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_100,genimage_fake:bucket_100,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/GLIDE_1000_200_08_826_glide_00066.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_044,genimage_fake:bucket_044,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/157_biggan_00063.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_041,genimage_fake:bucket_041,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/5073f1ba-d177-4075-8711-fd8ac5958463.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_115,chameleon_fake:bucket_115,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/299_adm_42.PNG,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_003,genimage_fake:bucket_003,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/44_midjourney_57.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_062,genimage_fake:bucket_062,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/f0a8ca9f-72b4-4d95-a224-f908b1decef6.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_120,chameleon_fake:bucket_120,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/a657a561-8572-49f8-a744-0b15063fe00a.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_014,chameleon_fake:bucket_014,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/ef96d9a5-099f-45e2-9665-fe3246edcf62.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_030,chameleon_fake:bucket_030,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/714cd59e-13b8-4c36-93e0-4e656b936c07.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_013,chameleon_fake:bucket_013,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/fde661bc-8b79-4b6c-97c4-d8c1c26763e4.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_026,chameleon_fake:bucket_026,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/GLIDE_1000_200_02_206_glide_00095.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_052,genimage_fake:bucket_052,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/GLIDE_1000_200_04_460_glide_00170.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_015,genimage_fake:bucket_015,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/226_midjourney_127.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_010,genimage_fake:bucket_010,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/413_wukong_image4.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_102,genimage_fake:bucket_102,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/22ed1c4b-fa1e-4ac6-a1a0-39cae81fbb4a.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_024,chameleon_fake:bucket_024,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/24d1714d-55b1-4352-8956-6e50d0091a73.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_049,chameleon_fake:bucket_049,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/0025981_fake_B.png,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_070,satellite_fake:bucket_070,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/862_adm_105.PNG,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_002,genimage_fake:bucket_002,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/677_adm_190.PNG,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_015,genimage_fake:bucket_015,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/f0850c2d-80ee-47f3-8ac5-7498e3a9553c.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_056,chameleon_fake:bucket_056,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/8ae54cc4-2a1b-412c-96ec-fc0e3a0eb9ff.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_095,chameleon_fake:bucket_095,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/0033866_fake_B.png,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_045,satellite_fake:bucket_045,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/d04ade33-81fb-46de-89fa-bf965af00e72.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_112,chameleon_fake:bucket_112,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/gkcbDtwdH86ErkqOA2jdhA_grdView_fake_B.png,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_007,satellite_fake:bucket_007,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/e15aa5b1-419a-4b0d-bd17-e4045e473ae4.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,1,bucket_044,chameleon_fake:bucket_044,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/2pDN4-H1S25YuI1nCRtH6A_grdView_fake_B.png,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_062,satellite_fake:bucket_062,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/satellite/fake/2UKyKGoDeZIIzF7VPAJC1g_grdView_fake_B.png,1,satellite_fake,satellite,root,unknown_fake,seen,1.0,0,1,bucket_069,satellite_fake:bucket_069,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/323_midjourney_166.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_072,genimage_fake:bucket_072,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/416_adm_45.PNG,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_034,genimage_fake:bucket_034,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/537_sdv4_00175.png,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_033,genimage_fake:bucket_033,base,0
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/genimage/fake/342_adm_131.PNG,1,genimage_fake,genimage,root,unknown_fake,seen,1.0,0,1,bucket_018,genimage_fake:bucket_018,base,0
