path,label,source,dataset,domain,generator,split_hint,sample_weight,is_hard_negative,added_iter
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/08c740f6-96e6-46ca-8257-abcc8a7eac28.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/091df3cb-6ad5-4e3d-b3d2-dbbc08f1d579.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/092d5f0a-4ff1-423f-86ba-a01b6a8ddf63.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/09de3717-3a0f-4331-bddf-ce1bf1642f74.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/09eb7a28-45f8-4823-bb70-bf437f10e63d.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/0ac1f74f-4337-48e8-9205-ddecc00a333d.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/0b70bcac-5f54-49bd-a056-f132e9db38cc.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/0b733bff-f4a7-4ac8-b1b7-9367f040a4e2.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/0e6c573b-036d-44c0-815a-4e69a03b62bf.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/0f0e3a9f-ba21-42e5-a1ed-584e34ce4738.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/0f47b93c-78ea-4dc2-a6aa-c741e9b3b758.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/0f669a88-0303-4826-bf18-0f056f11c451.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/0fc72dd5-c006-4854-b5ad-822ba74ee3d5.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/107b50b8-c633-42de-b9eb-f5203d9818c4.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/10b56644-9d01-4c5c-8d41-db79612aa770.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/10c826b3-62ba-4aaa-91d5-c69ae78e8751.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/11687aaa-dcd9-484d-854e-ff14bff725cc.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/11ab3cd6-53ec-4973-b715-2580f1c77572.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1384b31f-5449-4e85-9581-1ca2fdcdcccf.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/143acc46-f474-4977-a384-ee6d1499a562.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/14e676ae-5816-4ba7-85ea-e854adc50152.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1594e7e5-357a-4e95-8930-55f8a282f9d4.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/16bd8e9c-25b9-49ae-8243-d3a5b1144032.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/182a355f-c6b7-4371-972c-069fdc79425d.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/18d00e97-7f7b-4fdf-aa68-ee953d4f1e57.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/19980f74-eb76-4817-9ffc-57db6259be2d.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1b17fae8-a4c5-4f55-b4df-8405d4fe25f1.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1c0bb835-d3a0-4bdf-8d80-a44c0f63b720.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1c1db20d-a10c-45d4-8c34-7cd426c05acf.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1c431b55-b701-45fa-aeda-2fd65ff9e60e.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1ca9a3ee-eca8-400c-9aa4-6c36801ad9c3.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1d6eb1c6-fc78-40ac-aed6-ab974becdc89.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1d8f3d67-e273-4c0f-844d-9bc518e8d85a.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1eb4b9ea-50a7-4779-a6b3-d6f7d79b741f.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1fb13401-38fe-4094-b806-f932ec07f6d4.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/1fcd50af-9b4b-4284-b0d2-3afd2fcf0ba1.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/20c4af41-1d7a-46d4-9c77-cdab30128881.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/21a678be-d990-4082-8479-96a3e40261e2.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/21e7e005-8f24-4803-ba56-b432f721f950.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/22317d1e-889c-4e12-97d1-0de36c176116.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/22a72dc7-02b9-4db5-b957-0fb089b4f2d6.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/22c890e3-0d4d-4fca-8fc5-8074b24003b4.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/22e27c53-275a-4d55-976b-5912987fcd6b.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/22ed1c4b-fa1e-4ac6-a1a0-39cae81fbb4a.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/232d3d7c-f990-42b8-9ebe-47717e592dd0.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/243a13b6-299f-4c25-a347-31da6ba4eda9.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/24d1714d-55b1-4352-8956-6e50d0091a73.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2511053a-901e-4d4b-9684-6660933c71cc.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/25c4303f-b14c-485e-95fc-a27264e78918.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/25d0d7b6-fc5f-4d3a-8288-0fafae414b3e.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2643060c-8d72-44d0-bd2f-235f415f49b6.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/26431999-efde-4d8d-85ef-aca270fee33d.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/268cf65e-e753-4c27-a08c-8d588638b396.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2704c073-7396-4c31-b493-d9b0c5f20493.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2763d0e6-6a9c-4b4b-9ce6-e56790d7b70d.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2785c04b-9f37-427e-87e4-c3e0fcfc2010.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/27aab31e-2444-4731-be9e-7bd1180b45ea.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/27ce2403-aaee-42ab-84bd-1cac9ac6194b.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/28076c4a-e884-4bbc-b376-22f4dcd89638.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2afdade4-c26a-43a2-81f7-6491dffa79f9.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2bcba8f7-e2e5-488c-8eba-e402f52faeee.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2bd96e30-a16f-4b11-b56a-181448383461.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2ca68687-3340-4b17-8f13-f3d6c9a3bd5d.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2ea371dc-ac30-4840-8a2a-85298f76bb15.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2f721efa-74fa-4830-afe7-06d89c3ead9c.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/2f916109-8b14-4266-862e-aaa1842dfec5.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3002d01c-ead6-4f16-a7fe-c92f9927a1bb.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/304f8734-f45e-4250-a59f-28bd6de4bc20.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3073bea9-1796-4239-9699-442dd53a4b84.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/30aead12-1c74-4ca0-b523-2743a121f0ef.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3140538c-a7de-4201-940f-fb898476843c.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3157a265-ff2b-45bb-ae8c-5cfa5ac559c7.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/333eb330-598f-4079-a000-54447870b4b3.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/33dbed9f-b3c6-462b-b2d2-dbe8c835f44f.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/34ca6eac-d30a-4d29-a91e-e9502b0358a8.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/35574020-924c-4859-b705-6e44052a1637.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/358af145-91a9-446c-90b2-7bf7a2f59311.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/35f388ca-0628-4e33-a760-188aa3576af2.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/36e7c5fa-546a-417b-b8c9-5f19a03935d2.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/377c0781-a892-4373-8ef9-9a73abb73831.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/37fdeb06-2686-4145-9753-fe490728b0a4.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/385a3f31-ce46-4cac-b70f-ac3073659a31.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/386fbf97-61a7-40b8-9797-0bb7136164f4.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/38792daa-8e81-4282-bb8e-2b7772babeed.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/38896977-9956-449d-9ea1-04fd1eb8c4b5.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/39f227fd-7556-4d81-abd7-302178c7432a.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/39fe4b3c-e3da-47bb-b713-98cac1034c27.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3a556036-5be1-4572-bc84-c100f18485e6.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3a61b9d0-0eb4-4ba7-9b75-dfccaa602880.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3c1ca076-b7cd-4204-aa3f-f4043719fe22.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3c9c9eaf-3a14-4775-b790-47d67a847167.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3cc0ce8a-fee1-45f5-b8c3-2f7616c94c31.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3ccbb478-89ef-412a-a166-8da2391230ce.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3cd0348e-51b4-462b-a853-6a0126255845.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3d058416-7968-41f0-a25a-9e583a66fa17.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3d3e4703-03b8-44fe-94b7-b6b6a6ca1beb.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3d42f287-dde7-40db-bef8-e8ebeebcdf93.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3dd180e9-0b3b-46f2-8144-4b99de3ac281.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3e20521f-336f-465e-aa05-5d2ded537436.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/3ebf5005-9625-43af-b0db-6a47d5d293dd.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/403e07ae-406d-4591-854a-2856e31011a2.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/40e3d09a-0fba-45c1-9092-ce39da23801e.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/41c1cd36-07e6-4883-9cc0-1a6a00994631.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/42117af1-af0a-433d-bbeb-5af7db8fc0bf.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/42f6bdf5-cb11-470f-914d-7cfc01d510c5.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/4302b8fb-0407-4095-9105-e07ef5b5d7f7.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/44ec335b-3509-4057-b70e-aada835d211e.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/460d3a5f-e595-424c-9b9d-53cff2bf7d22.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/46986a80-6356-40a8-aa44-e8cecdf71675.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/488f3add-e69c-4308-b462-4035ab57115e.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/48937ce7-1560-41ec-aba7-4ae9a21a093a.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/48a136de-f663-490a-83d7-97ef0e80eca6.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/492b2e59-5da3-4218-8ff0-ea6283c8bae3.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
/ai_paas_jf/pangqs/AIGC/safepp_pytorch/data/test/chameleon/fake/497742bc-e278-46a0-9f83-df6d565e37b2.jpg,1,chameleon_fake,chameleon,root,unknown_fake,seen,1.0,0,base
